building_id,mean_temp,std_temp,pct_above_18,pct_below_15
7714,13.612920266228544,7.206185936770239,33.08887430608517,57.82150648245038
7718,16.136619733885208,7.664526299493707,49.578467392730616,43.596640860779424
7719,15.721664815128403,7.565118039694208,46.62532282739221,45.987070454508064
7721,16.426160167716937,7.029158115127885,49.053871403745894,40.79616399562335
7723,19.645661777872004,6.400282986949674,69.36192155427659,24.052696363817823
7724,16.44558850008825,6.686363490982952,49.439649619992274,40.248615226072396
7726,19.267756691792226,6.296719599298094,66.29493931760935,25.850698419967944
773,15.195650382171506,7.202155371710023,41.619022558189606,49.32660335382628
7731,15.337999837418286,6.890926604834815,42.93126649759329,47.59976191708504
7732,15.93095908290914,6.787712590594981,45.79228175837125,43.85017402594569
7737,17.76663746654587,6.855057569095421,57.66518451386332,33.97858902829307
7740,15.927494488682562,7.1021747200654834,46.17665569326104,44.798121611154144
7743,15.978992550548892,7.088776258976905,46.478465086513964,44.257960129921884
7747,12.60247417867059,6.544260210054665,25.698698315467073,65.71114088820828
7748,12.338516737364277,6.919902858805311,27.152205319962608,64.91128674352946
7752,13.93877598898495,6.7856096543336815,32.867603189239034,56.88778000759343
7753,14.58531824773902,6.768815224769723,36.32420634365425,53.497124788381626
7754,13.687130644334328,7.0738240505715115,32.86161199801286,59.09048188079862
7756,14.805606723554321,6.881031373909885,39.45916114790287,51.17917586460633
7757,16.971216283108085,6.840142137714872,51.823110449665144,39.20883384713511
7760,16.413872302904707,6.683512975756898,47.59749486869112,41.95305510236304
7763,16.48778993174111,7.09208217454561,48.66143833788417,41.93270237533105
7764,14.798691586811962,7.091621963748948,38.632681042004236,51.31081474095309
7766,15.126128672462476,6.912476773829463,40.1616810069398,48.254647585930186
7767,16.88658917728508,6.601176945324945,50.2973096594453,38.951030534880175
7776,14.667454460224285,7.108971181360966,38.48164687942489,52.31674109574121
7787,12.682465899476238,6.619573043812445,27.105348957634106,63.51239907174776
7792,14.62189075487631,6.485202213443099,35.04528985507246,51.461956521739125
78,15.72606573573299,6.852305991697712,43.391664490130964,46.58035147942241
7801,15.443614538425829,6.864527146663602,41.296018919984235,47.83287347260544
7812,16.383128322040843,6.995337994987309,48.82628382450664,42.11315272991392
7820,10.950565679810168,6.546342189345814,20.862860706389252,72.35444186178354
7824,14.36419372106189,7.13490195986432,36.42387320696099,55.029004150384694
7827,13.941954357715058,7.080762089477789,33.795278428545686,57.86808433952063
7828,16.466248007712764,6.582124050351207,47.94344240007251,41.494607087827426
7829,15.177330259789034,6.424213987161558,37.78314226769041,48.92379352149223
7832,12.643573947352223,6.888696772782566,27.627573858549688,64.80112546361427
7836,11.452510674916027,6.796305699617572,23.86240252689764,70.01085776330076
7837,11.469017702736691,7.10605889721765,25.025563377512093,69.61006017225783
7838,15.00721808622222,6.7295730036755,38.06065391642871,49.93435127119811
7840,11.667916614742397,6.306397800018776,22.144624265539637,69.69642304917019
7841,13.844841810248537,7.048288901727984,35.01573055630075,55.73982391532327
7848,12.216328623021193,6.668764124611065,25.265615416575987,65.45713550837901
7851,13.497062868395668,6.623787702831285,30.927474916063424,58.435383391231774
7859,16.714909370615988,6.845486023732761,49.643432965397494,40.04092769440655
7869,13.970236277223997,6.340831285230722,31.69924275462871,55.42163898029576
7872,13.981077252268765,6.395523723696695,31.973955463025327,55.20380462515053
7875,14.558661716915433,7.12576447294266,38.106581445535916,52.70345169164731
7876,14.969040442213302,7.102209665117575,41.01838934686113,50.057070386810395
7878,15.52759064843237,6.654473999201074,41.25850812612863,48.601194610362555
7879,14.638190633683275,7.19677014642156,38.796603023549956,53.133771005240014
7880,14.585212265951071,7.245449907572818,38.790612863502886,52.790802311262674
7882,15.511693679608817,6.683367018938828,41.15520453850218,48.6985177563336
7883,13.656102144550673,7.219976775358645,34.58161269289285,57.502716800695495
7884,14.791664679537279,6.758884122862956,38.64878715408268,51.4167663136317
7885,15.491740138979392,6.588119404669112,40.83243116334277,48.914135155934105
7886,15.780667572810803,7.101663419643674,45.76827581610038,45.6149705887254
7887,15.684760263249238,7.051670737587341,44.81933757109401,46.32820341251255
7889,11.682123884093466,6.990058130846818,23.0694421932526,70.54437678004956
7899,13.891136858985892,7.135277766785435,35.501173315454245,56.61939395706103
79,14.565212543226705,7.066881138663853,37.94207836456559,53.02063221654363
7914,16.399494833935425,7.125533965939099,49.5187914096413,41.97509709846927
7916,16.072882894853873,6.291651483104417,46.66456096020215,41.77195198989261
7917,14.116766528025526,5.854106925235542,30.633968171145316,56.30576571875815
7918,13.737684752079302,6.358426782529686,29.89145658263305,58.05847338935575
7922,13.05828994357932,6.776553585090964,28.864024781029695,62.84981841486862
7931,15.267284468829526,7.261284673765912,42.37837004292066,49.28936749852219
7932,15.655367290598928,7.092321281014324,43.903790876632165,47.26414972738171
7933,15.837032410940818,6.907634161794334,47.32051626781393,43.29792955095456
7934,15.301111307783822,7.253634185412692,42.50852254454235,49.097575094873605
7935,15.654434685971509,7.111441294771972,43.96448562053658,47.199382358618024
7937,16.39137972832335,7.1605334333008885,50.350322846544856,40.869624948481935
7938,16.08584465045866,7.192542072507504,47.237600593573426,43.82598025226871
7939,16.11100532128341,7.186231902169701,47.315531769528576,43.75427009792758
7941,16.439730545991893,7.0410855583191445,49.71475394629026,40.92391892518668
7942,16.514616479453903,7.141044372150751,49.65040194428865,41.51897550944102
7943,16.47324070119333,7.191006735267058,49.62041884816754,41.56507105459985
7944,16.794431349492918,6.752007366309567,52.07943717160922,38.577690701655435
7945,16.104218729458957,7.185100590662922,47.2735030578865,43.81453562793344
7946,16.095949013846294,7.177186139881226,47.20271286482499,43.88541267611629
7948,13.814265842543175,6.666248971589565,30.960105925993307,56.8088783771491
7949,16.769639964421696,6.734296978604054,52.08252412680391,38.517732827392514
7950,16.02597723588987,6.409090225131309,44.17409601860568,45.111024973697326
7951,12.201554600601627,6.178228423708555,22.378602092491196,68.3941286856379
7952,18.220464146517454,6.540379333372052,58.1445070953948,32.1210723793154
